id_sinistre,id_contrat,branche,type_sinistre,charge_sinistre,date_survenance,date_declaration,annee_survenance,mois_survenance,statut,delai_reglement_jours,cause_principale,region,gravite
SI-002818,IARD-090478,RC,Dommage tiers corporel,1186000,2020-03-29,2020-04-20,2020,3,Réglé,212,Inconnu,Soubré,Grave
SI-002819,IARD-069651,Auto,Dommage tiers,1573000,2024-02-15,2024-03-30,2024,2,En cours,,Tiers non identifié,Gagnoa,Grave
SI-002820,IARD-046540,Auto,Dommage tiers,1779000,2019-09-16,2019-10-02,2019,9,Contesté,,Défaut entretien,Issia,Grave
SI-002821,IARD-024167,Habitation,Dégât des eaux,565000,2021-11-07,2021-12-12,2021,11,Réglé,158,Intempéries,Touba,Grave
SI-002822,IARD-033926,Habitation,Incendie,730000,2021-02-02,2021-02-04,2021,2,Réglé,163,Animal,Abidjan,Grave
SI-002823,IARD-021246,Habitation,Tempête,21000,2019-12-08,2019-12-20,2019,12,Sans suite,,Inconnu,Tingrela,Mineur
SI-002824,IARD-034126,Habitation,Vol/Cambriolage,312000,2021-05-25,2021-07-02,2021,5,Réglé,56,Conducteur tiers,Bouaké,Moyen
SI-002825,IARD-062262,Auto,Incendie,1669000,2024-03-27,2024-04-20,2024,3,Sans suite,,Inconnu,Man,Grave
SI-002826,IARD-038582,Auto,Dommage tiers,1466000,2020-06-18,2020-07-23,2020,6,En cours,,Défaut entretien,Issia,Grave
SI-002827,IARD-066488,RC,Dommage tiers matériel,894000,2021-10-19,2021-12-03,2021,10,En cours,,Animal,Tingrela,Grave
SI-002828,IARD-071404,Auto,Dommage tiers,1578000,2023-01-16,2023-01-22,2023,1,Réglé,63,Conducteur tiers,Divo,Grave
SI-002829,IARD-021084,Auto,Bris de glace,257000,2021-07-21,2021-09-03,2021,7,Réglé,310,Animal,Divo,Moyen
SI-002830,IARD-056512,Auto,Vol,931000,2022-03-26,2022-04-28,2022,3,En cours,,Animal,Touba,Grave
SI-002831,IARD-010789,RC,Dommage tiers matériel,1589000,2024-01-11,2024-02-25,2024,1,Réglé,345,Intempéries,Touba,Grave
SI-002832,IARD-016191,Auto,Collision,1225000,2023-06-01,2023-07-02,2023,6,Réglé,253,Intempéries,Odienné,Grave
SI-002833,IARD-086803,Auto,Collision,791000,2022-03-10,2022-03-24,2022,3,En cours,,Conducteur tiers,Danané,Grave
SI-002834,IARD-044983,Auto,Catastrophe naturelle,91000,2020-05-07,2020-05-19,2020,5,Réglé,289,Inconnu,Danané,Mineur
SI-002835,IARD-077130,Auto,Dommage tiers,804000,2022-03-28,2022-03-31,2022,3,En cours,,Tiers non identifié,San Pedro,Grave
SI-002836,IARD-081723,Auto,Incendie,1309000,2023-07-06,2023-08-20,2023,7,Réglé,319,Défaut entretien,Odienné,Grave
SI-002837,IARD-097239,RC,Dommage tiers corporel,1452000,2022-05-01,2022-05-13,2022,5,Contesté,,Tiers non identifié,Bouaké,Grave
SI-002838,IARD-017849,RC,Dommage tiers corporel,448000,2022-11-09,2022-12-18,2022,11,En cours,,Conducteur tiers,Bondoukou,Moyen
SI-002839,IARD-005851,Auto,Vol,521000,2023-11-01,2023-12-01,2023,11,En cours,,Conducteur tiers,San Pedro,Grave
SI-002840,IARD-089540,Auto,Collision,224000,2024-11-07,2024-12-11,2024,11,Réglé,313,Intempéries,Touba,Moyen
SI-002841,IARD-050163,Auto,Incendie,192000,2022-03-10,2022-04-20,2022,3,Sans suite,,Animal,Divo,Moyen
SI-002842,IARD-045457,Habitation,Dégât des eaux,331000,2021-08-18,2021-09-26,2021,8,Réglé,175,Conducteur tiers,Gagnoa,Moyen
SI-002843,IARD-033173,Auto,Dommage tiers,1776000,2021-03-21,2021-04-26,2021,3,Réglé,284,Intempéries,Korhogo,Grave
SI-002844,IARD-074434,Auto,Collision,1608000,2019-06-04,2019-07-13,2019,6,En cours,,Intempéries,Man,Grave
SI-002845,IARD-080950,Auto,Collision,1556000,2023-03-10,2023-04-24,2023,3,Sans suite,,Animal,Issia,Grave
SI-002846,IARD-057781,Auto,Dommage tiers,1793000,2022-08-06,2022-08-21,2022,8,Réglé,121,Défaut entretien,Bouaké,Grave
SI-002847,IARD-029540,Auto,Bris de glace,1181000,2023-05-30,2023-06-11,2023,5,En cours,,Intempéries,Korhogo,Grave
SI-002848,IARD-063055,Habitation,Catastrophe naturelle,241000,2022-08-21,2022-09-20,2022,8,Réglé,106,Inconnu,Daloa,Moyen
SI-002849,IARD-007019,RC,Dommage tiers matériel,1761000,2020-08-29,2020-09-01,2020,8,Réglé,331,Défaut entretien,San Pedro,Grave
SI-002850,IARD-002014,Auto,Vol,1670000,2020-09-10,2020-09-18,2020,9,En cours,,Tiers non identifié,Touba,Grave
SI-002851,IARD-091239,RC,Dommage tiers corporel,1982000,2023-06-09,2023-07-14,2023,6,Réglé,192,Intempéries,Danané,Grave
SI-002852,IARD-024133,Auto,Collision,1332000,2021-05-19,2021-06-11,2021,5,Sans suite,,Animal,Bouaké,Grave
SI-002853,IARD-068291,Auto,Bris de glace,1597000,2022-01-13,2022-01-21,2022,1,En cours,,Inconnu,Bondoukou,Grave
SI-002854,IARD-068969,RC,Dommage tiers corporel,195000,2021-02-04,2021-03-21,2021,2,Réglé,7,Défaut entretien,Danané,Moyen
SI-002855,IARD-040115,Habitation,Incendie,946000,2023-02-24,2023-03-27,2023,2,Réglé,153,Défaut entretien,Daloa,Grave
SI-002856,IARD-096032,Auto,Collision,604000,2019-07-15,2019-08-06,2019,7,En cours,,Tiers non identifié,Bondoukou,Grave
SI-002857,IARD-068922,Auto,Dommage tiers,983000,2021-06-14,2021-07-18,2021,6,Réglé,301,Inconnu,Touba,Grave
SI-002858,IARD-012558,RC,Dommage tiers matériel,703000,2020-10-01,2020-10-16,2020,10,Réglé,339,Animal,Odienné,Grave
SI-002859,IARD-094567,Habitation,Incendie,1027000,2022-05-23,2022-07-04,2022,5,En cours,,Animal,Daloa,Grave
SI-002860,IARD-087948,RC,Dommage tiers matériel,1285000,2021-12-30,2022-01-13,2021,12,Contesté,,Intempéries,Man,Grave
SI-002861,IARD-050412,Auto,Bris de glace,464000,2023-05-07,2023-05-20,2023,5,Réglé,10,Tiers non identifié,Bouaké,Moyen
SI-002862,IARD-046853,Auto,Catastrophe naturelle,1401000,2021-08-01,2021-08-19,2021,8,Réglé,136,Inconnu,Odienné,Grave
SI-002863,IARD-044748,RC,Dommage tiers matériel,1010000,2024-01-15,2024-02-07,2024,1,Réglé,320,Défaut entretien,Issia,Grave
SI-002864,IARD-075164,Auto,Collision,90000,2020-02-25,2020-03-28,2020,2,Réglé,319,Défaut entretien,Bondoukou,Mineur
SI-002865,IARD-048395,Habitation,Vol/Cambriolage,1045000,2022-12-18,2023-01-15,2022,12,Réglé,339,Intempéries,Yamoussoukro,Grave
SI-002866,IARD-035161,Auto,Dommage tiers,310000,2024-07-20,2024-08-26,2024,7,En cours,,Inconnu,Touba,Moyen
SI-002867,IARD-093481,Auto,Vol,833000,2021-06-29,2021-08-11,2021,6,Réglé,12,Animal,Gagnoa,Grave
SI-002868,IARD-016282,Auto,Bris de glace,654000,2019-08-13,2019-08-30,2019,8,Réglé,133,Animal,Daloa,Grave
SI-002869,IARD-000421,Auto,Collision,1005000,2019-12-26,2020-01-29,2019,12,En cours,,Intempéries,Soubré,Grave
SI-002870,IARD-045822,Auto,Collision,1757000,2022-04-23,2022-06-05,2022,4,Réglé,11,Intempéries,Divo,Grave
SI-002871,IARD-034499,RC,Pollution accidentelle,1388000,2019-08-22,2019-08-25,2019,8,Sans suite,,Défaut entretien,Korhogo,Grave
SI-002872,IARD-033601,Auto,Collision,1073000,2024-02-12,2024-03-17,2024,2,Réglé,72,Tiers non identifié,Soubré,Grave
SI-002873,IARD-071324,Auto,Bris de glace,744000,2019-10-01,2019-10-09,2019,10,Sans suite,,Défaut entretien,Yamoussoukro,Grave
SI-002874,IARD-091125,Habitation,Catastrophe naturelle,328000,2019-03-25,2019-04-07,2019,3,Sans suite,,Intempéries,Issia,Moyen
SI-002875,IARD-099665,Habitation,Incendie,611000,2020-06-13,2020-07-11,2020,6,En cours,,Tiers non identifié,Tingrela,Grave
SI-002876,IARD-099570,Auto,Collision,411000,2021-08-10,2021-09-12,2021,8,En cours,,Animal,Korhogo,Moyen
SI-002877,IARD-003972,Auto,Collision,800000,2020-12-31,2021-01-15,2020,12,Réglé,282,Conducteur tiers,Tingrela,Grave
SI-002878,IARD-064920,Auto,Vol,797000,2023-06-14,2023-06-30,2023,6,Réglé,215,Défaut entretien,Bondoukou,Grave
SI-002879,IARD-051810,Auto,Collision,648000,2019-06-13,2019-07-05,2019,6,En cours,,Tiers non identifié,Gagnoa,Grave
SI-002880,IARD-028289,RC,Dommage tiers corporel,962000,2023-06-08,2023-07-19,2023,6,Sans suite,,Défaut entretien,Abengourou,Grave
SI-002881,IARD-014174,Auto,Collision,1081000,2021-06-23,2021-07-01,2021,6,En cours,,Conducteur tiers,Danané,Grave
SI-002882,IARD-010301,Auto,Dommage tiers,1576000,2023-08-11,2023-08-13,2023,8,Réglé,244,Animal,Korhogo,Grave
SI-002883,IARD-006791,Auto,Vol,320000,2024-01-06,2024-01-16,2024,1,Réglé,286,Conducteur tiers,Man,Moyen
SI-002884,IARD-019343,Auto,Bris de glace,1367000,2024-01-01,2024-02-12,2024,1,Réglé,116,Tiers non identifié,Tingrela,Grave
SI-002885,IARD-095790,Auto,Vol,192000,2020-01-28,2020-03-10,2020,1,Sans suite,,Défaut entretien,Soubré,Moyen
SI-002886,IARD-003137,Habitation,Incendie,782000,2023-10-10,2023-10-19,2023,10,Réglé,279,Défaut entretien,Abengourou,Grave
SI-002887,IARD-001840,Auto,Incendie,1434000,2024-02-27,2024-03-06,2024,2,En cours,,Défaut entretien,Bondoukou,Grave
SI-002888,IARD-060490,Auto,Collision,844000,2022-10-02,2022-10-19,2022,10,Réglé,347,Tiers non identifié,Bondoukou,Grave
SI-002889,IARD-027696,Habitation,Vol/Cambriolage,820000,2024-12-01,2024-12-14,2024,12,En cours,,Défaut entretien,Séguéla,Grave
SI-002890,IARD-079581,Auto,Dommage tiers,252000,2020-05-30,2020-07-14,2020,5,En cours,,Inconnu,Danané,Moyen
SI-002891,IARD-080422,Auto,Vol,1248000,2019-09-21,2019-10-25,2019,9,En cours,,Animal,Tingrela,Grave
SI-002892,IARD-004487,Habitation,Incendie,1155000,2023-11-21,2023-12-16,2023,11,Réglé,69,Animal,Yamoussoukro,Grave
SI-002893,IARD-062984,Auto,Collision,211000,2019-07-07,2019-08-09,2019,7,En cours,,Intempéries,Odienné,Moyen
SI-002894,IARD-020910,Auto,Collision,499000,2022-11-24,2022-11-28,2022,11,En cours,,Défaut entretien,Gagnoa,Moyen
SI-002895,IARD-085504,Auto,Dommage tiers,55000,2022-09-08,2022-10-02,2022,9,Réglé,21,Inconnu,Tingrela,Mineur
SI-002896,IARD-023611,Auto,Incendie,1428000,2024-07-07,2024-08-01,2024,7,Sans suite,,Intempéries,Korhogo,Grave
SI-002897,IARD-080214,Auto,Catastrophe naturelle,1740000,2019-11-23,2019-12-07,2019,11,Réglé,170,Défaut entretien,Korhogo,Grave
SI-002898,IARD-096096,Habitation,Dégât des eaux,215000,2020-02-15,2020-03-27,2020,2,Réglé,169,Intempéries,Yamoussoukro,Moyen
SI-002899,IARD-030610,Auto,Bris de glace,688000,2019-04-21,2019-05-02,2019,4,Contesté,,Défaut entretien,Touba,Grave
SI-002900,IARD-075754,Auto,Bris de glace,234000,2023-08-14,2023-09-16,2023,8,Sans suite,,Conducteur tiers,Tingrela,Moyen
SI-002901,IARD-086236,Habitation,Vol/Cambriolage,79000,2020-03-04,2020-03-22,2020,3,Contesté,,Animal,Odienné,Mineur
SI-002902,IARD-074988,RC,Préjudice moral,1490000,2020-07-19,2020-08-25,2020,7,En cours,,Animal,Danané,Grave
SI-002903,IARD-027029,RC,Blessures corporelles,1196000,2023-01-01,2023-02-13,2023,1,En cours,,Inconnu,Daloa,Grave
SI-002904,IARD-088049,RC,Dommage tiers corporel,144000,2019-11-27,2019-12-29,2019,11,Réglé,322,Tiers non identifié,Danané,Moyen
SI-002905,IARD-095746,Habitation,Vandalisme,345000,2019-03-01,2019-03-02,2019,3,Réglé,147,Animal,Divo,Moyen
SI-002906,IARD-037380,Auto,Collision,1416000,2019-02-11,2019-03-12,2019,2,Sans suite,,Intempéries,San Pedro,Grave
SI-002907,IARD-043786,Habitation,Incendie,1061000,2020-06-09,2020-07-16,2020,6,Réglé,204,Inconnu,Daloa,Grave
SI-002908,IARD-067912,Auto,Vol,1651000,2024-07-17,2024-08-01,2024,7,Réglé,295,Animal,Korhogo,Grave
SI-002909,IARD-035113,Auto,Vol,1766000,2023-11-09,2023-12-14,2023,11,Réglé,277,Tiers non identifié,Odienné,Grave
SI-002910,IARD-085117,Habitation,Catastrophe naturelle,366000,2023-06-18,2023-07-29,2023,6,Sans suite,,Conducteur tiers,Korhogo,Moyen
SI-002911,IARD-027844,Auto,Bris de glace,391000,2023-01-05,2023-01-23,2023,1,Sans suite,,Intempéries,Séguéla,Moyen
SI-002912,IARD-020413,Auto,Dommage tiers,314000,2023-01-18,2023-02-25,2023,1,Réglé,191,Intempéries,Gagnoa,Moyen
SI-002913,IARD-059142,Auto,Vol,656000,2024-08-08,2024-09-01,2024,8,En cours,,Tiers non identifié,Touba,Grave
SI-002914,IARD-085406,Habitation,Dégât des eaux,1169000,2020-03-13,2020-04-17,2020,3,Sans suite,,Animal,Bouaké,Grave
SI-002915,IARD-040135,Habitation,Tempête,990000,2022-12-02,2022-12-09,2022,12,En cours,,Tiers non identifié,Soubré,Grave
SI-002916,IARD-077868,RC,Dommage tiers matériel,826000,2020-01-01,2020-02-12,2020,1,Réglé,191,Tiers non identifié,Abidjan,Grave
SI-002917,IARD-037521,Auto,Vol,835000,2020-01-06,2020-02-03,2020,1,Contesté,,Inconnu,Bondoukou,Grave
SI-002918,IARD-062830,Auto,Bris de glace,333000,2021-03-23,2021-05-06,2021,3,Sans suite,,Intempéries,Yamoussoukro,Moyen
SI-002919,IARD-090760,Auto,Vol,851000,2023-09-27,2023-10-30,2023,9,En cours,,Conducteur tiers,Danané,Grave
SI-002920,IARD-061526,Habitation,Vol/Cambriolage,443000,2022-10-14,2022-10-26,2022,10,Sans suite,,Conducteur tiers,Abidjan,Moyen
SI-002921,IARD-035865,Habitation,Incendie,787000,2019-01-30,2019-02-24,2019,1,En cours,,Inconnu,Daloa,Grave
SI-002922,IARD-002403,Auto,Vol,259000,2020-02-04,2020-03-10,2020,2,Réglé,318,Défaut entretien,Soubré,Moyen
SI-002923,IARD-023346,Habitation,Incendie,29000,2020-12-17,2020-12-27,2020,12,Réglé,33,Intempéries,Danané,Mineur
SI-002924,IARD-056222,Auto,Vol,381000,2019-09-11,2019-09-22,2019,9,En cours,,Défaut entretien,Soubré,Moyen
SI-002925,IARD-048484,Auto,Collision,1023000,2020-04-25,2020-05-25,2020,4,Réglé,296,Intempéries,Daloa,Grave
SI-002926,IARD-091822,Auto,Dommage tiers,1378000,2020-09-28,2020-10-24,2020,9,Réglé,175,Tiers non identifié,Yamoussoukro,Grave
SI-002927,IARD-044919,RC,Blessures corporelles,1302000,2019-11-05,2019-11-15,2019,11,En cours,,Inconnu,Man,Grave
SI-002928,IARD-058357,Habitation,Dégât des eaux,811000,2021-03-02,2021-04-10,2021,3,Sans suite,,Défaut entretien,Soubré,Grave
SI-002929,IARD-069934,Auto,Vol,326000,2021-05-11,2021-05-26,2021,5,Réglé,73,Inconnu,San Pedro,Moyen
SI-002930,IARD-041643,Auto,Collision,763000,2024-04-12,2024-04-18,2024,4,Réglé,226,Conducteur tiers,Abidjan,Grave
SI-002931,IARD-053926,Habitation,Incendie,1033000,2022-03-29,2022-03-30,2022,3,Réglé,177,Animal,Gagnoa,Grave
SI-002932,IARD-087487,Habitation,Incendie,803000,2021-07-29,2021-09-01,2021,7,En cours,,Inconnu,Abengourou,Grave
SI-002933,IARD-021442,Auto,Vol,402000,2020-06-01,2020-06-06,2020,6,Réglé,113,Animal,Divo,Moyen
SI-002934,IARD-029112,Auto,Collision,1058000,2023-04-14,2023-05-02,2023,4,Contesté,,Animal,Korhogo,Grave
SI-002935,IARD-000647,Habitation,Tempête,92000,2022-10-02,2022-10-29,2022,10,Réglé,297,Défaut entretien,Yamoussoukro,Mineur
SI-002936,IARD-060045,Habitation,Vol/Cambriolage,648000,2024-10-30,2024-12-09,2024,10,Réglé,88,Inconnu,Daloa,Grave
SI-002937,IARD-078003,Auto,Bris de glace,1101000,2022-05-09,2022-06-11,2022,5,En cours,,Animal,San Pedro,Grave
SI-002938,IARD-011733,Auto,Vol,240000,2021-07-23,2021-08-02,2021,7,Réglé,245,Tiers non identifié,Touba,Moyen
SI-002939,IARD-048934,Auto,Collision,764000,2021-03-22,2021-04-13,2021,3,Sans suite,,Animal,Odienné,Grave
SI-002940,IARD-069714,Auto,Collision,290000,2019-12-07,2020-01-02,2019,12,Réglé,38,Conducteur tiers,San Pedro,Moyen
SI-002941,IARD-040969,RC,Dommage tiers matériel,1953000,2019-04-04,2019-04-20,2019,4,Réglé,174,Tiers non identifié,Odienné,Grave
SI-002942,IARD-067341,Auto,Collision,353000,2020-05-19,2020-05-26,2020,5,En cours,,Animal,Tingrela,Moyen
SI-002943,IARD-087659,RC,Blessures corporelles,1665000,2024-02-22,2024-03-15,2024,2,En cours,,Animal,Gagnoa,Grave
SI-002944,IARD-025458,RC,Dommage tiers corporel,975000,2020-08-30,2020-09-09,2020,8,Réglé,346,Animal,Abengourou,Grave
SI-002945,IARD-014892,Auto,Incendie,1693000,2022-02-15,2022-02-28,2022,2,Réglé,304,Conducteur tiers,Korhogo,Grave
SI-002946,IARD-002640,Auto,Vol,1215000,2022-05-13,2022-06-07,2022,5,Contesté,,Tiers non identifié,Man,Grave
SI-002947,IARD-037347,Habitation,Tempête,672000,2022-12-10,2022-12-23,2022,12,Réglé,325,Inconnu,Daloa,Grave
SI-002948,IARD-072548,RC,Dommage tiers matériel,1237000,2021-04-01,2021-04-15,2021,4,Réglé,141,Tiers non identifié,Yamoussoukro,Grave
SI-002949,IARD-025283,Auto,Collision,1671000,2023-02-27,2023-03-13,2023,2,En cours,,Inconnu,Yamoussoukro,Grave
SI-002950,IARD-061503,Auto,Incendie,1594000,2021-03-09,2021-04-10,2021,3,Réglé,234,Intempéries,Daloa,Grave
SI-002951,IARD-007343,Auto,Bris de glace,824000,2021-12-22,2022-01-06,2021,12,Réglé,141,Tiers non identifié,Daloa,Grave
SI-002952,IARD-039935,Habitation,Dégât des eaux,791000,2020-09-19,2020-09-23,2020,9,Sans suite,,Conducteur tiers,Korhogo,Grave
SI-002953,IARD-006542,Auto,Collision,38000,2022-10-31,2022-11-04,2022,10,Sans suite,,Animal,Bondoukou,Mineur
SI-002954,IARD-081114,Auto,Collision,411000,2024-12-28,2024-12-31,2024,12,Réglé,163,Intempéries,Man,Moyen
SI-002955,IARD-056908,RC,Dommage tiers corporel,1499000,2020-06-12,2020-07-12,2020,6,Contesté,,Animal,Divo,Grave
SI-002956,IARD-070766,Habitation,Dégât des eaux,776000,2019-07-08,2019-08-13,2019,7,Réglé,233,Défaut entretien,Daloa,Grave
SI-002957,IARD-097295,Habitation,Vandalisme,478000,2021-05-29,2021-06-30,2021,5,En cours,,Intempéries,Daloa,Moyen
SI-002958,IARD-057031,Auto,Bris de glace,1021000,2021-03-22,2021-03-23,2021,3,Sans suite,,Tiers non identifié,Danané,Grave
SI-002959,IARD-071430,Auto,Vol,1211000,2021-06-24,2021-07-14,2021,6,Réglé,289,Animal,Odienné,Grave
SI-002960,IARD-079746,Habitation,Tempête,901000,2023-11-16,2023-12-07,2023,11,Réglé,129,Inconnu,Danané,Grave
SI-002961,IARD-097724,Auto,Vol,81000,2019-06-05,2019-06-06,2019,6,Réglé,91,Défaut entretien,Korhogo,Mineur
SI-002962,IARD-056089,RC,Dommage tiers matériel,662000,2021-05-23,2021-06-11,2021,5,Réglé,79,Intempéries,Divo,Grave
SI-002963,IARD-072705,Habitation,Tempête,463000,2021-06-27,2021-07-08,2021,6,En cours,,Animal,Divo,Moyen
SI-002964,IARD-086125,Habitation,Incendie,254000,2022-04-03,2022-05-13,2022,4,Sans suite,,Inconnu,Abidjan,Moyen
SI-002965,IARD-055592,Auto,Vol,813000,2021-10-31,2021-11-04,2021,10,Réglé,203,Défaut entretien,Abengourou,Grave
SI-002966,IARD-098956,Habitation,Catastrophe naturelle,1063000,2024-07-04,2024-07-05,2024,7,En cours,,Intempéries,Abengourou,Grave
SI-002967,IARD-056066,Habitation,Vol/Cambriolage,543000,2020-10-10,2020-10-31,2020,10,En cours,,Défaut entretien,Korhogo,Grave
SI-002968,IARD-014715,Habitation,Tempête,1002000,2024-06-22,2024-07-09,2024,6,Réglé,255,Inconnu,Touba,Grave
SI-002969,IARD-072284,Auto,Bris de glace,1510000,2021-02-20,2021-03-13,2021,2,Réglé,22,Défaut entretien,San Pedro,Grave
SI-002970,IARD-056520,Auto,Dommage tiers,936000,2023-02-14,2023-02-15,2023,2,Réglé,268,Animal,Issia,Grave
SI-002971,IARD-029085,Habitation,Vandalisme,172000,2020-03-16,2020-04-02,2020,3,Réglé,76,Conducteur tiers,Man,Moyen
SI-002972,IARD-063136,Habitation,Tempête,691000,2019-05-25,2019-05-28,2019,5,Réglé,119,Tiers non identifié,Yamoussoukro,Grave
SI-002973,IARD-083474,Auto,Collision,747000,2019-11-28,2019-12-06,2019,11,Sans suite,,Intempéries,Divo,Grave
SI-002974,IARD-011012,Auto,Collision,205000,2022-05-29,2022-06-16,2022,5,Réglé,302,Inconnu,Divo,Moyen
SI-002975,IARD-045242,Auto,Collision,392000,2022-02-09,2022-02-26,2022,2,Réglé,260,Tiers non identifié,Bondoukou,Moyen
SI-002976,IARD-008475,Habitation,Incendie,59000,2022-05-02,2022-05-09,2022,5,Réglé,188,Tiers non identifié,Tingrela,Mineur
SI-002977,IARD-088803,Auto,Collision,1723000,2021-11-30,2021-12-23,2021,11,En cours,,Intempéries,Issia,Grave
SI-002978,IARD-015104,Auto,Collision,667000,2020-03-31,2020-04-16,2020,3,Réglé,357,Intempéries,Soubré,Grave
SI-002979,IARD-066244,Auto,Vol,241000,2023-02-24,2023-02-24,2023,2,Sans suite,,Intempéries,Bondoukou,Moyen
SI-002980,IARD-065589,RC,Dommage tiers matériel,2413000,2019-09-24,2019-11-05,2019,9,Réglé,179,Animal,Abengourou,Grave
SI-002981,IARD-076286,Habitation,Vandalisme,463000,2022-10-25,2022-11-29,2022,10,Réglé,98,Inconnu,Abidjan,Moyen
SI-002982,IARD-067295,Habitation,Catastrophe naturelle,47000,2021-04-25,2021-05-29,2021,4,Réglé,162,Intempéries,Daloa,Mineur
SI-002983,IARD-034057,Habitation,Dégât des eaux,423000,2024-06-21,2024-07-15,2024,6,Réglé,274,Conducteur tiers,Yamoussoukro,Moyen
SI-002984,IARD-071706,Habitation,Tempête,113000,2022-06-02,2022-07-13,2022,6,En cours,,Défaut entretien,Soubré,Moyen
SI-002985,IARD-054721,Auto,Vol,1438000,2023-12-25,2024-01-27,2023,12,Contesté,,Animal,Issia,Grave
SI-002986,IARD-092600,Auto,Vol,980000,2022-05-05,2022-05-30,2022,5,Réglé,363,Inconnu,Bouaké,Grave
SI-002987,IARD-090174,Auto,Collision,1326000,2021-11-15,2021-11-21,2021,11,Réglé,303,Conducteur tiers,Bondoukou,Grave
SI-002988,IARD-033127,Habitation,Dégât des eaux,386000,2021-09-29,2021-10-24,2021,9,Réglé,271,Défaut entretien,Bondoukou,Moyen
SI-002989,IARD-073477,Habitation,Catastrophe naturelle,982000,2021-06-23,2021-07-18,2021,6,Réglé,99,Intempéries,Bondoukou,Grave
SI-002990,IARD-092842,Auto,Collision,1032000,2024-11-30,2024-12-18,2024,11,En cours,,Conducteur tiers,Gagnoa,Grave
SI-002991,IARD-093639,RC,Dommage tiers matériel,993000,2024-09-23,2024-11-07,2024,9,Réglé,29,Défaut entretien,Soubré,Grave
SI-002992,IARD-078976,Habitation,Vandalisme,728000,2023-04-20,2023-05-07,2023,4,Réglé,233,Inconnu,Divo,Grave
SI-002993,IARD-085993,Auto,Incendie,164000,2022-08-21,2022-10-02,2022,8,En cours,,Tiers non identifié,Korhogo,Moyen
SI-002994,IARD-006548,RC,Dommage tiers corporel,1113000,2022-10-28,2022-12-05,2022,10,Réglé,229,Conducteur tiers,Man,Grave
SI-002995,IARD-053234,Auto,Collision,118000,2021-05-04,2021-06-12,2021,5,En cours,,Animal,Bondoukou,Moyen
SI-002996,IARD-011247,Habitation,Vandalisme,454000,2021-05-13,2021-05-20,2021,5,Réglé,64,Tiers non identifié,Korhogo,Moyen
SI-002997,IARD-084894,Auto,Collision,311000,2020-07-12,2020-07-12,2020,7,Réglé,23,Défaut entretien,Man,Moyen
SI-002998,IARD-050034,Auto,Dommage tiers,1510000,2022-04-03,2022-04-16,2022,4,En cours,,Tiers non identifié,Issia,Grave
SI-002999,IARD-093559,RC,Blessures corporelles,282000,2024-05-29,2024-06-08,2024,5,Réglé,49,Animal,Bondoukou,Moyen
